"Auth Object","Auth Object Description"
"C_TCLA_BKA","Authorization for Class Types"
"C_TCLS_BER","Authorization for Org. Areas in Classification System"
"C_TCLS_MNT","Authorization for Characteristics of Org. Area"
"C_TRAN","PP-PI: Transfer of Orders from Higher-Level Systems"
"C_TXX_TF","DARTX: Generate Data Extracts"
"C_TXX_TV","DARTX: Generate Data View"
"C_TXX_TVC","DARTX: Maintain Data View"
"C_UNDO","Special Authorization for Transaction CLUNDO"
"C_VA02_CHK","Special authorization check for VA02 usability"
"C_VARLIST","Authorization for Objects in Variable Lists"
"C_VERS_ACT","PS: Activities for Project Versions"
"C_WRFCHVAL","Authorization: Characteristic Value Maintenance"
"C_WTY_ACT","Warranty: Actions"
"C_WTY_OBJ","Warranty: Process Object"
"C_WTY_STAT","Warranty: Status"
"DF_BAS_ALE","ALE Synchronization"
"DF_FOR_REL","Force Element Relationships"
"DF_INIT_AE","Initialization of New Systems"
"DF_LM_EQXT","Authorization for Addnl View (Op. Equipment) in Equipment"
"DF_LM_TARG","Maintain Information That Is Subject to Secrecy"
"DF_MAT_PLN","Authorizations for Material Planning"
"DF_ME_NAV","Restrict Navigation Entries on the Mobile Devices"
"DF_REL","Relocation Planning (Maintenance of Relocations)"
"DF_WM_ATR","Access to the WM Additional Attributes"
"DF_WM_NAV","Navigation and Authorization Control for WM"
"D_AGRN","DRM:Agreement Negotiation on the Web"
"D_AIRLINE","Flight Scheduling authorization for Airline and Sector"
"D_AIRLINES","Flight Scheduling: Authority object for Airline"
"D_AIRPORT","Flight Scheduling authorization for airport"
"D_ANEG","Auth. object for the Agr. Neg. and reconciliation worklist."
"D_ARRIVAL","Flight Scheduling: Auth. object for Airline and Arr/Dep Ind."
"D_ARRIVALS","Flight Scheduling authorization for arrivals and departures"
"D_BUDR","DRM : Bill up due list at Distributor"
"D_BUMS","DRM : Bill up due list at Manufacturer"
"D_CONT","DRM: Outbound Contract Status Report  at Manufacturer"
"D_DSCL","DRM : Ship and Debit Claim Discrepancy  -  MS"
"D_DSMSLIN","DRM: Drop Ship Matching of Sell-ins"
"D_FROL","DRM: FIFO Rollback"
"D_INAG","DRM : Invalid Ship and Debit Agreements"
"D_IR","DRM : Inventory Reconciliation."
"D_IRDR","DRM : IR processing at DR"
"D_MLM","DRM:Manual Lot maintenance"
"D_PAIN","DRM : Invalid Partner reported by DR  -- MS"
"D_PPDR","DRM : Price Protection - DR"
"D_PPMS","DRM : Price Protection - MS"
"D_RLDB","DRM: Resale Link Database Maintenance Report"
"D_SDDR","DRM : Ship and Debit - DR"
"D_SDMS","DRM : Ship and Debit - MS"
"D_SDRE","Tour Settlement: General"
"D_SDRP","Direct Store Delivery - Transportation Planning"
"D_SD_TCODE","Direct Store Delivery - Check Transaction Code at Start"
"D_SLSROUT","DRM : Outbound 867 - DR"
"D_STAG","DRM : Staging Area: Release"
"D_STAGD","DRM: Staging release at DR"
"D_STAGM","DRM: Staging Maintenance at Manufacturer"
"D_STGD","DRM: Staging Maintenance at Distributor"
"D_STGM","DRM: Staging Maintenance at Manufacturer"
"D_SVAS_DEV","DSVAS: Service Assistant Development"
"D_SVAS_PRD","DSVAS: Service Assistant Production"
"D_TXMN","DRM : Transmission Report on Web"
"D_XMNRNR","DRM: Expected Transmissions and Transmissions not received"
"D_XNDR","DRM : R/3 Transactions - DR"
"D_XNMS","DRM : R/3 Transactions - MS"
"EASYDM_FIL","Define User-Independent Filters"
"EASYDM_LAY","Define User-Independent Layouts"
"ECM_CTXT","Engineering Change Management: Context"
"ECM_ORD","Change Management: Change Order"
"ECM_REQ","Change Management: Change Request"
"ECM_VAL","Change Management: Validity"
"EXTBAT_CRE","Create External Batch Structure for Purchase Orders"
"EXTBAT_MNT","Change External Batch Structures"
"E_BILL_CL","Authorization Object for Billing Class"
"E_BULKY","Authorization Object for Bulk Waste Maintenance IS-U Waste"
"E_B_BIL_PL","Authorization Object for Budget Billing Plan"
"E_CACS_ACC","Settlement Authorization"
"E_CACS_ADM","Administrator"
"E_CACS_AGR","Authorization Object for Standard Agreements"
"E_CACS_ALV","Save Authorization for Global ALV Layouts"
"E_CACS_APP","Application Authorization"
"E_CACS_BDL","Authorization for Contract Bundling"
"E_CACS_BK","Post Commission Case"
"E_CACS_CHG","Authorization for Follow-Up and Additional Postings"
"E_CACS_COR","Authorization Object for Correspondence Print"
"E_CACS_CSD","Authorization for Transactions in Interface Dispatcher"
"E_CACS_CTR","Authorization for Commission Contracts"
"E_CACS_DBC","Database Conversion"
"E_CACS_DBS","Database Statistics"
"E_CACS_DOC","Post Document"
"E_CACS_EDT","Edit"
"E_CACS_FGB","Commissions: Field Groups - Contract Bundle"
"E_CACS_FGC","Commissions: Field Groups - Commission Contract"
"E_CACS_GEN","Generator Authorization"
"E_CACS_HRG","Customizing HR"
"E_CACS_INT","For SAP INTERNAL Use Only"
"E_CACS_MAS","Mass Processing"
"E_CACS_NSC","Authorization for Namespace Conversion"
"E_CACS_OAA","FOA: Authorization Object for Accessing FOA"
"E_CACS_OBJ","Authorization for Object Data Change in Commission Case"
"E_CACS_RCP","RCP: Creation and Processing of Worklists"
"E_CACS_RET","Retention: Authorizations for Retention"
"E_CACS_REV","Authorization for Releasing and Returning"
"E_CACS_SEG","Authorization for Segment Assignment"
"E_CACS_SFA","Display Transactions for External Commission Contract"
"E_CACS_SFC","Display/Change External Commission Contract"
"E_CACS_SLC","Enables Changing Head of Organizational Unit"
"E_CACS_SMA","Display Transactions for Own Commission Contract"
"E_CACS_SMC","Display/Change Own Commission Contract"
"E_CACS_STD","Authorization Object for Standard Contract as of ERP2007"
"E_CACS_TGR","Target Agreements: Authorization for Rule Maintenance"
"E_CACS_TGV","Target Agreements: Authorization for Value Maintenance"
"E_CACS_TRU","Target Agreements: Authorization for Rule Maintenance"
"E_CACS_USG","Authorization for FS-ICM/ICM Application Measurement"
"E_CAPAB","Authorization Object for Capacity"
"E_CERTIFCT","Authorization Object for Device Certification"
"E_CLEAN","Authorization Object of IS-U Waste Property"
"E_CONNOBJ","Authorization Object for Connection Object"
"E_CONTRACT","Authorization Object for IS-U Contract"
"E_CRD_AS","Credential Assignments"
"E_CRD_M","Credentials Manager"
"E_CRD_PRNT","Authorization for Correspondence Print"
"E_CRFC_CHG","Authorization Object for Changing Certification in Dev. Cat."
"E_CS_BUNIT","Consolidation Unit"
"E_CS_CACTT","Consolidation Tasks"
"E_CS_CONGR","Consolidation Group"
"E_CS_DEFRM","SAP Consolidation: Data Entry Layout"
"E_CS_DIMEN","Dimension"
"E_CS_ITCLG","Consolidation Chart of Accounts"
"E_CS_JEFRM","SAP Consolidation: Journal Entry Layout"
"E_CS_PERMO","Monitor, Open/Close Periods"
"E_CS_RPTNG","Reporting using Report Writer/Painter and Drilldown Reports"
"E_CS_RVERS","Version"
"E_CUST_CHG","Authorization Obj. for Maintain. Standard Customers in IS-U"
"E_DEREG_WO","Authorization Object: Post in Deregulated Scenarios"
"E_DEVGRP","Authorization object for Device Group"
"E_DEVLOC","Authorization Object for Device Locations"
"E_DEV_CHNG","Authorization Object for Device Modification"
"E_DEV_PREL","Auth. Object for Changing Inspection Relevance of Devices"
"E_DEV_RATE","Authorization Object for Rate Data"
"E_DEV_REL","Authorization Object for Register Relationships"
"E_DISCOUNT","Authorization Object for Discount/Surcharge"
"E_DISC_DOC","Authorization object for installation disconnection document"
"E_DLVRYBAN","Authorization Object for Delivery Block"
"E_DRGSCEN","Authorization Check for Supply Scenario"
"E_DTX_TASK","Authorization Object for Processing Data Exchange Tasks"
"E_EDM_PRF2","Authorization Object for Processing EDM Profiles - IDEX"
"E_EDM_PROF","Authorization Object for EDM Profile Processing"
"E_EDM_SETT","EDM Settlement"
"E_ELOCDC","Authorization Object for Allocating Notes to Container Loc."
"E_ELOCEO","Auth. Object for Allocating Waste Disposal Obj. to Cont.Loc."
"E_GCONTRAC","Authorization for Garantor Contract"
"E_GRID","Authorization Object for Grid"
"E_ICM_AL","ICM Analyst"
"E_ICM_PT","ICM Participant"
"E_INSTCALC","Authorization Object for Asynchronous Formula Instance Calc."
"E_INSTLN","Authorization Object for Utility Installation"
"E_INSTLN2","Authorization Object for Utility Installation - IDEX"
"E_INSTLN3","Auth. Object for Profile Allocation in Utility Installation"
"E_INST_REM","Authorization Object for Install., Removal, and Replacement"
"E_INVOICE","Authorization for Invoicing of Contract Accounts"
"E_INV_DOC","Authorization Object: Bill Receipt for Document/PAN"
"E_INV_ETHI","Authorization Object: Aggr. Posting Serv. Prov. CA"
"E_LOG_REG","Authorization Object for Logical Registers"
"E_LOYALACC","Authorization object for loyalty account"
"E_METER_RR","Authorization Object for Meter Reading Results"
"E_MOVE_IN","Authorization Object for Move-In"
"E_MOVE_OUT","Authorization Object for Move-Out"
"E_MRD_UNIT","Authorization Object for Meter Reading Unit"
"E_MR_DOC","Authorization Object for Meter Reading Documents and Orders"
"E_MR_DOC1","Authorization Object for Meter Reading Documents and Orders"
"E_MR_DOC2","Auth.Obj. for Meter Read. Documents/Orders, and Company Code"
"E_NBSERVI2","Authorization Object for Point of Delivery Service - IDEX"
"E_NBSERVIC","Authorization object for point of delivery service"
"E_OPERAND","Authorization Object for Operands"
"E_ORDER","Authorization Object for Waste Disposal Order"
"E_PCKGOODS","Authorization Object for General Cargo Entry"
"E_PFO_ADM","Administration in Portfolio Assignment"
"E_PFO_MAS","Mass Activities in Portfolio Assignment"
"E_PFO_OBJ","Objects in Portfolio Assignment"
"E_POD","Authorization Object for PoD"
"E_POD2","Authorization Obj. for Point of Delivery Transaction - IDEX"
"E_PORTION","Authorization Object for Portion"
"E_PRDOC","Authorization Object for Parked Document"
"E_PREMISE","Authorization Object for Premise"
"E_PRESCL","Authorization Object for Price Adjustment Clause"
"E_PRICE","Authorization Object: Price"
"E_PRICE1","Authorization Object: Price"
"E_PROF_IMP","Authorization Object for Importing Profiles into IS-U-EDM"
"E_PROPERTY","Authorization Object for Owner Allocation"
"E_RATE","Authorization Object for Rate"
"E_RATE_CAT","Authorization Object Type - Rate Category"
"E_RATE_DET","Authorization Object for Rate Determination"
"E_REDEMPTN","Authorization object for redemption"
"E_REGIOGRP","Authorization Object for Regional Structure Group"
"E_REG_REL","Authorization Object for Register Relationships"
"E_ROB","Authorization Object for Cleaning Object"
"E_ROUTE","Authorization Object for Route Maintenance"
"E_SAMPLE","Authorization Object for Samples"
"E_SAMP_LOT","Authorization Object for Sample Lot"
"E_SCHEMA","Authorization Object for Schema"
"E_SERVFREQ","Authorization Object for Service Frequency"
"E_SERVLOC","Authorization Object for Container Location"
"E_SERVPROV","Authorization Object of Service Provider"
"E_SWTDOC","Authorization Object for Switch Document"
"E_TRIGGER","Authorization Object for Billing Order"
"E_VARIANT","Authorization Object for Variants"
"E_WABILL","Authorization object for maintaining billing-related factors"
"E_WDPLANT","Authorization Object for Waste Disposal Facility"
"E_WDPLJRNL","Authorization Object for Operations Log"
"E_WDPPROC","Authorization Object for Procedure Within a Facility"
"E_WDPPROGR","Authorization Object for Procedure Group"
"E_WEIGHCST","Authorization Object for Weighing Connection Customizing"
"E_WEIGHOFL","Authorization Object for Offline Weighing"
"E_WEIGHPRO","Authorization Object for Weighing Procedure"
"FAGL_INST","Customer Enhancements for General Ledger"
"FB_SRV_DMS","Financials Basis: Data Model Synchronization"
"FB_SRV_GC","Financials Basis: Garbage Collector"
"FB_SRV_TR","Financials Basis: Transport"
"FDT_OBJECT","FDT: Authority-Check on Object Level"
"FD_AKT_ACT","Loans: Filed Documents - Maintenance Authorization"
"FD_AUS_BUK","Loans: Disbursement - Company Code Authorization"
"FD_AUS_GSA","Loans: Disbursement - Authorization for Product Types"
"FD_BAV_BUK","Loans: Transfer BAV Data - Company Code Authorization"
"FD_BEL_ACT","Loans: Collateral Value - Maintenance Authorization"
"FD_BO_BUK","Activity Authorization Based on Business Operation Category"
"FD_BUK_LAY","Loans: Changing and Saving ALV Layouts"
"FD_CHARAC","Loans: Authorization for Processing Characteristics"
"FD_CLI_GRP","CL CLI: Authorization Group for Changes to a CLI Policy"
"FD_COT_GRP","Loans: Authorization Group for Condition Table"
"FD_COT_PRD","Loans: Assignment of Product to Condition Table"
"FD_DAR_ACT","Loans: Transaction Check for Product Category"
"FD_DAR_BEG","Loans: Authorization Group for Loan Contracts"
"FD_DAR_BUK","Loans: Company Code Authorization"
"FD_DAR_DIS","Distribution Channel"
"FD_DAR_GSA","Loans: Authorization for Product Types"
"FD_DAR_RBD","Loans: Authorization Check for Reserve for Bad Debts"
"FD_DAR_SBW","Loans: Flow Type"
"FD_DAR_STA","Loans: Status Authorization"
"FD_IA_ZANF","Loans: Investor Account - Payment upon Request"
"FD_MAN_BUK","Loans: Manual Debit Position - Company Code Authorization"
"FD_MAS_BUK","Loans: Automatic Debit Position - Company Code Authorization"
"FD_MET_BUK","Loans: Rollover Methods - Company Code Authorization"
"FD_OBJ_ACT","Loans: Collateral Objects - Maintenance Authorization"
"FD_POD_BUK","Loans: Rollover File - Company Code Authorization"
"FD_POG_BUK","Loans: General Rollover File - Company Code Authorization"
"FD_POH_BUK","Loans: Main Rollover File - Company Code Authorization"
"FD_POK_BUK","Loans: Configure/Fill Rollover File - Company Code"
"FD_PROD_BG","Loans: Authorization Group for Products"
"FD_SET_STA","Loans: Automatic Status Transfer"
"FD_STOP_CD","Loans: Authorization Check for Stop Code"
"FD_UMB_BUK","Loans: Transfers - Authorization for CoCd / Product Type"
